,sugar to flour ratio,sugar index,bake temp,chill time,calories,pH,grams baking soda,bake time,quality,butter type,chocolate,raisins,oats,nuts,peanut butter
4336,0.49,14.0,340,37.0,156.0,8.14,0.38,11.8,9,1,0,1,0,1,0
4337,0.24,2.0,670,28.0,48.0,8.43,0.54,10.0,4,0,0,1,0,0,0
4338,0.61,12.0,460,64.0,179.0,8.07,0.46,8.9,7,1,1,0,0,0,0
4339,0.34,2.1,490,12.0,136.0,8.25,0.46,11.6,9,1,1,0,0,0,0
4340,0.33,9.7,360,46.0,172.0,8.08,0.4,10.2,7,1,0,1,0,0,0
4341,0.22,4.0,380,17.0,98.0,8.25,0.53,13.0,9,1,0,1,0,0,0
4342,0.27,5.2,600,14.0,169.0,8.27,0.57,11.6,8,1,0,1,0,0,0
4343,0.33,2.5,680,34.0,102.0,8.27,0.78,12.8,6,0,1,0,1,1,0
4345,0.4,2.6,730,10.0,26.0,8.34,0.75,10.2,6,0,0,1,0,0,0
4346,0.7,13.1,420,29.0,197.0,8.06,0.64,9.7,7,1,1,0,0,1,0
4347,0.28,3.0,540,33.0,99.0,8.16,0.4,10.8,8,1,1,0,1,0,0
4348,0.56,8.2,440,37.0,181.0,7.87,0.68,9.5,8,1,1,0,0,0,0
4349,0.42,1.1,430,63.0,146.0,8.13,0.72,11.2,9,1,1,0,1,0,0
4350,0.07,1.5,330,55.0,144.0,8.16,0.42,10.0,7,1,0,1,0,0,0
4351,0.3,10.0,460,49.0,212.0,8.74,0.55,11.9,8,1,0,1,0,0,0
4352,0.3,1.3,360,7.0,49.0,7.99,0.73,10.3,7,1,1,0,0,0,0
4353,0.41,1.1,480,35.0,150.0,8.09,0.47,11.2,7,1,1,0,0,0,0
4354,0.25,1.2,330,36.0,111.0,8.16,0.37,12.4,8,1,1,0,0,0,0
4355,0.28,1.9,770,11.0,40.0,8.39,0.61,10.0,6,0,0,1,0,1,0
4356,0.0,4.3,930,51.0,77.5,8.2,0.45,9.5,5,0,1,0,1,1,0
4357,0.26,3.6,370,18.0,115.0,8.42,0.5,12.6,8,1,1,0,0,0,0
4358,0.34,4.0,310,40.0,99.0,8.39,0.39,12.8,9,1,1,0,0,0,0
4359,0.27,1.9,480,40.0,170.0,8.64,0.54,10.0,9,1,1,0,0,0,0
4360,0.28,0.9,230,49.0,87.0,7.92,0.36,11.1,8,1,1,0,0,0,0
4361,0.49,9.3,380,52.0,163.0,8.02,0.33,10.6,8,1,1,0,0,0,0
4362,0.49,13.3,450,53.0,243.0,8.14,0.48,8.5,8,1,0,1,0,0,0
4363,0.29,2.3,860,5.0,14.0,8.32,0.62,11.5,6,0,0,1,0,1,0
4364,0.28,2.2,400,24.0,125.0,8.19,0.48,10.5,8,1,1,0,0,0,0
4365,0.36,5.1,310,46.0,145.0,8.14,0.31,12.4,9,1,0,1,0,0,0
4366,0.33,1.0,310,33.0,93.0,8.06,0.68,11.2,8,1,1,0,1,0,0
4367,0.32,7.1,440,17.0,117.0,8.32,0.41,10.4,6,1,1,0,0,1,0
4368,0.24,3.4,760,16.0,112.0,8.27,0.61,9.4,5,0,0,1,0,1,0
4369,0.34,7.5,360,39.0,124.0,7.99,0.32,12.4,10,1,0,1,0,0,0
4370,0.29,11.9,520,51.0,149.0,8.02,0.58,10.4,8,1,1,0,0,0,0
4371,0.49,1.3,310,8.0,97.0,8.06,0.62,11.1,7,1,1,0,0,0,0
4372,0.27,11.0,420,45.0,148.0,8.14,0.46,8.7,7,1,1,0,0,0,0
4373,0.29,1.1,460,34.0,84.0,8.04,0.39,11.45,8,1,1,0,0,0,0
4374,0.1,1.5,660,27.0,55.0,8.39,0.51,9.3,5,0,1,0,1,1,0
4375,0.3,2.4,380,30.0,83.0,8.09,0.36,12.8,9,1,0,1,0,0,0
4376,0.3,9.6,570,50.0,185.0,8.39,0.38,9.6,8,1,1,0,1,0,0
4377,0.23,7.3,690,31.0,157.0,8.25,0.53,9.1,7,1,1,0,0,0,0
4378,0.3,1.6,450,36.0,139.0,8.11,0.49,9.3,7,1,1,0,0,0,0
4379,0.25,12.0,570,48.0,224.0,8.23,0.41,9.0,8,1,1,0,0,0,0
4380,0.39,2.1,360,30.0,124.0,8.28,0.43,12.2,10,1,1,0,0,0,0
4381,0.49,15.55,580,50.0,134.0,8.42,0.36,9.1,9,1,1,0,1,0,0
4382,0.42,1.2,450,24.0,126.0,8.09,0.87,10.9,8,1,1,0,0,0,0
4383,0.43,10.9,450,53.0,154.0,8.52,0.77,10.4,8,1,1,0,1,0,0
4384,0.09,1.6,190,18.0,68.0,8.33,0.51,11.4,9,1,1,0,0,1,0
4385,0.28,12.8,380,29.0,132.0,8.31,0.57,11.8,9,1,1,0,0,0,0
4386,0.34,5.7,350,32.0,83.0,8.19,0.46,11.5,8,1,1,0,0,0,0
4387,0.61,11.8,410,66.0,188.0,8.0,0.54,9.3,7,1,0,1,0,0,0
4388,0.4,9.85,550,41.0,103.0,7.98,0.56,10.5,8,1,1,0,1,0,0
4389,0.56,15.4,530,32.0,141.0,8.11,0.49,9.3,7,1,1,0,0,0,0
4390,0.0,2.5,1050,22.0,37.0,8.46,0.57,10.6,6,0,1,0,1,1,0
4391,0.49,11.4,350,57.0,137.0,8.08,0.54,8.9,8,1,1,0,0,0,0
4392,0.3,2.1,470,17.0,138.0,8.22,0.71,10.8,6,1,1,0,1,1,0
4393,0.6,2.6,810,31.0,72.0,8.1,0.73,10.5,5,0,0,1,0,0,0
4394,0.36,2.05,500,31.0,100.0,8.19,0.44,10.8,8,1,1,0,0,0,0
4395,0.0,1.6,630,36.0,87.0,8.27,0.67,10.8,8,1,1,0,0,1,0
4396,0.34,5.6,460,30.0,140.0,8.22,0.38,11.0,7,1,1,0,0,0,0
4397,0.28,9.0,460,22.0,121.0,8.1,0.55,10.8,7,1,1,0,0,0,0
4398,0.36,1.8,500,16.0,84.0,8.15,0.45,9.8,9,1,1,0,1,0,0
4399,0.21,1.6,460,35.0,133.0,8.38,0.46,10.0,8,1,1,0,0,0,0
4400,0.0,1.2,410,16.0,46.0,9.01,0.59,12.5,6,0,0,0,1,1,0
4401,0.69,2.8,950,17.0,35.0,8.1,0.61,10.8,6,0,0,1,0,0,0
4402,0.34,7.4,590,36.0,174.0,8.46,0.62,11.1,9,1,0,1,0,0,0
4403,0.29,1.4,420,34.0,101.0,8.54,0.6,10.5,9,1,1,0,1,0,0
4404,0.38,7.9,450,54.0,0.0,8.17,0.46,9.1,7,1,1,0,0,0,0
4405,0.35,16.5,400,60.0,171.0,8.16,0.59,9.1,8,1,1,0,0,0,0
4406,0.33,2.5,260,31.0,85.0,8.13,0.5,11.3,9,1,1,0,0,0,0
4407,0.2,2.4,270,27.0,117.0,8.56,0.45,13.0,9,1,0,1,0,0,0
4408,0.4,1.1,420,9.0,60.0,7.89,0.5,10.6,7,1,1,0,0,0,0
4409,0.5,4.3,460,29.0,80.0,8.49,0.66,13.6,6,0,1,0,0,1,0
4411,0.27,1.6,620,17.0,140.0,8.23,0.35,11.1,8,1,1,0,0,0,0
4413,0.27,11.75,300,34.0,118.0,8.07,0.5,9.4,8,1,1,0,0,0,0
4414,0.33,1.0,270,23.0,75.0,8.3,0.39,11.4,9,1,1,0,1,0,0
4415,0.62,10.8,410,70.0,189.0,8.08,0.49,8.6,6,1,1,0,0,1,0
4416,0.29,13.7,350,53.0,134.0,8.17,0.38,10.6,8,1,1,0,0,0,0
4417,0.47,2.2,740,9.0,23.0,8.23,0.76,12.0,6,0,0,1,0,0,0
4418,0.49,3.8,370,46.0,139.0,8.04,0.38,11.6,8,1,1,0,0,0,0
4419,0.18,1.5,280,20.0,111.0,8.41,0.5,10.0,7,1,1,0,0,0,0
4420,0.14,3.9,700,27.0,73.0,8.32,0.48,9.2,5,0,0,1,0,1,0
4421,0.0,2.35,710,21.0,47.0,8.29,0.45,9.4,5,0,0,0,1,1,0
4422,0.04,1.5,850,19.0,49.0,8.35,0.78,9.5,5,0,0,1,0,1,0
4423,0.49,11.7,350,40.0,131.0,8.14,0.34,10.8,7,1,1,0,0,0,0
4424,0.29,6.0,300,29.0,144.0,8.68,0.46,10.7,8,1,1,0,1,0,0
4425,0.37,14.3,630,48.0,191.0,7.89,0.38,9.0,8,1,1,0,0,0,0
4426,0.25,12.9,540,34.0,189.0,8.25,0.43,9.0,6,1,1,0,0,0,0
4427,0.2,14.9,600,37.0,162.0,8.13,0.45,9.0,6,1,0,1,0,0,0
4429,0.29,5.6,460,35.0,178.0,8.25,0.51,10.53333333,7,1,1,0,0,0,0
4431,0.34,2.7,470,64.5,218.5,8.3,0.58,9.7,8,1,1,0,0,0,0
4433,0.36,8.8,260,50.0,151.0,8.07,0.25,12.7,10,1,1,0,0,1,0
4434,0.37,1.5,600,18.0,75.0,8.54,0.88,10.7,7,1,1,0,1,0,0
4435,0.17,3.0,770,5.0,13.0,8.29,0.55,10.4,5,0,1,0,1,1,0
4436,0.18,15.0,400,21.0,116.0,8.14,0.5,9.2,7,1,1,0,0,0,0
4437,0.39,1.9,360,41.0,98.0,8.19,0.43,11.9,9,1,1,0,0,0,0
4438,0.26,6.8,490,22.0,93.0,8.15,0.42,11.0,8,1,1,0,0,0,0
4439,0.28,15.2,460,6.0,41.0,8.17,0.39,10.9,8,1,1,0,0,0,0
4440,0.31,7.4,530,32.0,211.0,8.31,0.59,10.4,8,1,1,0,0,0,0
4441,0.49,2.9,300,28.0,122.0,8.13,0.4,13.0,8,1,1,0,0,1,0
4442,0.03,2.1,920,10.0,19.0,8.39,0.47,9.6,5,0,1,0,0,0,1
4443,0.49,7.7,450,48.0,195.0,8.04,0.55,11.0,8,1,1,0,0,0,0
4444,0.32,6.3,480,47.0,159.0,8.21,0.6,11.0,8,1,1,0,0,0,0
4445,0.32,11.3,380,69.0,192.0,8.14,0.5,10.2,8,1,1,0,0,0,0
4446,0.38,8.7,1260,49.0,199.0,7.98,0.57,9.4,7,1,0,1,0,0,0
4447,0.74,1.8,330,33.0,156.0,8.29,0.52,12.8,8,1,0,1,0,0,0
4448,0.3,6.5,280,27.0,87.0,8.4,0.42,11.4,9,1,0,1,0,0,0
4449,0.29,14.4,440,54.0,177.0,8.17,0.58,8.9,8,1,0,1,0,0,0
4450,0.05,2.2,840,13.0,29.0,8.22,0.55,9.9,6,0,0,0,0,0,1
4451,0.35,16.5,400,60.0,171.0,8.16,0.59,9.1,8,1,1,0,0,0,0
4452,0.35,7.7,310,36.0,135.0,8.19,0.37,10.5,7,1,1,0,0,0,0
4453,0.45,2.5,920,20.0,88.0,8.15,0.43,9.4,5,0,0,1,0,0,0
4454,0.11,1.5,790,11.0,39.0,8.42,0.58,9.6,5,0,0,1,0,1,0
4455,0.49,7.4,390,46.0,108.0,8.03,0.33,11.9,9,1,1,0,0,0,0
4456,0.3,6.8,560,26.0,105.0,8.44,0.4,9.6,8,1,1,0,1,0,0
4457,0.33,4.1,350,26.0,155.0,8.25,0.79,12.3,10,1,0,1,0,0,0
4458,0.62,10.6,360,56.0,153.0,8.13,0.44,8.9,8,1,0,1,0,0,0
4459,0.05,2.6,540,36.0,146.0,8.43,0.5,9.2,8,1,0,1,0,1,0
4460,0.38,1.5,580,10.0,29.0,8.26,0.74,9.8,5,0,0,1,0,0,0
4461,0.34,8.9,480,32.0,111.0,8.25,0.54,11.0,9,1,1,0,0,0,0
4462,0.33,1.9,350,39.0,138.0,8.17,0.44,11.7,9,1,1,0,0,0,0
4463,0.38,1.2,290,31.0,132.0,8.28,0.36,12.4,8,1,1,0,0,0,0
4464,0.23,7.1,410,20.0,97.0,8.1,0.85,11.4,8,1,1,0,0,0,0
4465,0.52,2.2,710,12.0,35.0,8.1,0.56,9.0,6,0,1,0,0,1,0
4466,0.3,1.2,290,25.0,93.0,8.31,0.4,13.6,9,1,0,1,0,0,0
4467,0.24,5.6,330,23.0,120.0,7.92,0.66,10.3,9,1,0,1,0,0,0
4468,0.24,3.3,410,25.0,143.0,8.31,0.44,11.3,8,1,0,1,0,0,0
4469,0.35,5.4,480,36.0,108.0,8.32,0.42,10.2,8,1,1,0,1,0,0
4470,0.02,1.8,500,5.0,11.0,8.48,0.52,9.5,5,0,1,0,1,1,0
4471,0.3,5.4,450,26.0,105.0,8.32,0.45,9.3,7,1,1,0,1,0,0
4472,0.29,1.8,320,26.0,74.0,7.96,0.35,13.0,10,1,1,0,0,1,0
4473,0.74,12.8,450,24.0,126.0,8.26,0.38,12.2,10,1,1,0,1,0,0
4474,0.29,10.3,390,41.0,98.0,8.19,0.38,9.8,10,1,1,0,1,0,0
4475,0.35,7.7,560,45.0,191.0,8.16,0.5,9.5,7,1,1,0,0,0,0
4476,0.37,1.4,760,8.0,23.0,8.26,0.7,9.6,6,0,1,0,0,0,0
4477,0.31,1.7,350,24.0,79.0,8.27,0.69,11.4,9,1,1,0,0,0,0
4478,0.22,1.3,490,25.0,155.0,8.74,0.43,10.0,7,1,1,0,0,0,0
4479,0.37,3.4,230,19.0,87.0,8.14,0.53,12.7,8,1,0,1,0,0,0
4480,0.49,8.2,550,49.0,188.0,8.52,0.58,9.7,8,1,0,1,0,0,0
4481,0.74,5.0,380,35.0,157.0,8.21,0.46,9.9,7,1,0,1,0,0,0
4482,0.49,8.1,520,48.0,197.0,8.19,0.48,9.5,7,1,1,0,0,0,0
4483,0.41,1.0,420,14.0,59.0,7.96,0.25,10.5,8,1,1,0,0,0,0
4484,0.37,7.9,250,38.0,107.0,7.93,0.37,11.9,8,1,1,0,1,0,0
4485,0.33,10.4,310,47.0,194.0,8.07,0.58,9.6,8,1,0,1,0,0,0
4486,0.24,1.9,340,10.0,53.0,8.32,0.5,13.5,9,1,1,0,0,1,0
4487,0.4,1.6,470,5.0,133.0,8.23,0.7,11.4,8,1,1,0,0,0,0
4488,0.42,12.0,670,24.0,131.0,8.19,0.34,9.3,7,1,1,0,1,1,0
4489,0.26,2.0,800,31.0,131.0,8.21,0.52,9.9,5,0,1,0,1,1,0
4491,0.37,1.2,340,5.0,57.0,8.05,0.54,10.4,5,1,1,0,0,1,0
4492,0.29,5.2,760,19.0,92.0,7.95,0.39,12.5,8,1,0,1,0,0,0
4493,0.39,1.4,340,19.0,102.0,8.23,0.6,11.3,9,1,1,0,1,0,0
4494,0.4,2.4,520,4.0,10.0,8.33,0.7,12.8,7,0,1,0,0,0,0
4495,0.34,2.0,640,12.0,25.0,8.26,0.84,11.7,7,0,0,1,0,0,0
4496,0.26,8.8,270,23.0,112.0,7.98,0.41,11.4,8,1,1,0,0,0,0
4497,0.35,2.0,460,31.0,95.0,8.06,0.46,13.6,8,1,0,1,0,0,0
4498,0.28,1.1,180,18.0,72.0,7.97,0.35,10.4,7,1,1,0,0,0,0
4499,0.33,7.6,500,53.0,189.0,8.25,0.49,8.6,7,1,1,0,1,0,0
4500,0.26,7.8,310,23.0,90.0,8.13,0.5,10.4,7,1,0,1,0,0,0
4501,0.27,2.6,330,25.0,85.0,8.05,0.34,11.7,8,1,1,0,0,1,0
4502,0.35,0.6,420,11.0,71.0,8.08,0.38,10.6,7,1,1,0,0,0,0
4503,0.43,2.3,590,15.0,31.0,8.15,0.57,11.0,5,0,0,0,1,1,0
4504,0.33,1.9,470,20.0,101.0,8.1,0.46,11.1,8,1,1,0,0,0,0
4505,0.18,10.6,450,57.0,159.0,8.09,0.54,9.2,7,1,1,0,0,0,0
4506,0.25,1.7,480,39.0,177.0,8.28,0.57,10.56666667,7,1,0,1,0,1,0
4507,0.37,7.0,570,35.0,208.0,8.57,0.55,10.2,7,1,1,0,0,0,0
4508,0.0,2.7,1230,15.0,33.0,8.44,0.63,11.3,6,0,1,0,1,1,0
4509,0.25,2.0,780,19.0,59.0,8.3,0.48,10.2,5,0,0,1,0,1,0
4510,0.22,3.3,480,41.0,161.0,8.16,0.5,10.5,8,1,1,0,0,0,0
4511,0.24,1.4,460,17.0,77.0,8.66,0.57,10.3,8,1,1,0,1,0,0
4512,0.46,0.9,360,63.0,147.0,8.02,0.41,10.7,8,1,1,0,1,0,0
4513,0.27,2.4,480,30.0,149.0,8.1,0.51,9.2,8,1,1,0,0,0,0
4514,0.09,1.4,390,53.0,141.0,8.12,0.44,10.1,7,1,0,1,0,0,0
4515,0.36,8.2,280,44.0,111.0,8.14,0.41,12.4,8,1,1,0,1,0,0
4516,0.01,2.7,340,56.0,122.0,8.15,0.3,11.9,7,1,0,1,0,1,0
4517,0.32,7.6,450,61.0,204.0,8.1,0.55,10.1,8,1,1,0,0,0,0
4518,0.28,2.2,420,33.0,93.0,8.31,0.43,11.1,8,1,1,0,1,0,0
4519,0.24,1.9,430,70.0,154.0,8.18,0.52,10.5,7,1,1,0,0,0,0
4520,0.28,6.3,340,45.0,152.0,8.29,0.46,11.6,9,1,0,1,0,0,0
4521,0.38,1.6,660,34.0,182.0,8.23,0.38,8.5,5,1,0,1,0,1,0
4522,0.26,2.3,300,11.0,103.0,8.06,0.42,11.1,8,1,0,1,0,0,0
4523,0.14,2.7,420,27.0,160.0,8.46,0.51,10.6,9,1,1,0,0,1,0
4524,0.35,5.5,540,37.0,183.0,8.08,0.5,10.3,7,1,1,0,0,0,0
4525,0.31,7.5,520,55.0,230.0,8.19,0.46,9.8,7,1,0,1,0,0,0
4526,0.33,1.2,450,71.0,162.0,8.07,0.47,11.0,8,1,1,0,1,0,0
4527,0.32,7.6,380,48.0,203.0,8.45,0.54,9.7,9,1,1,0,0,0,0
4528,0.22,5.1,370,23.0,131.0,8.29,0.32,10.1,7,1,1,0,0,0,0
4529,0.24,1.4,570,17.0,117.0,8.16,0.35,10.5,7,1,0,1,0,0,0
4530,0.29,3.1,410,37.0,144.0,8.22,0.39,12.8,9,1,1,0,0,0,0
4531,0.38,2.1,580,14.0,167.0,8.21,0.55,9.9,7,1,1,0,0,0,0
4532,0.28,1.6,500,33.0,137.0,8.31,0.56,10.5,8,1,0,1,0,0,0
4533,0.74,11.9,460,54.0,168.0,8.58,0.68,10.1,7,1,1,0,1,0,0
4534,0.21,1.65,1170,40.0,240.0,8.11,0.57,9.3,7,1,1,0,1,1,0
4535,0.42,5.1,360,7.0,77.0,8.16,0.52,11.7,7,1,1,0,1,0,0
4536,0.28,1.6,520,46.0,169.0,8.05,0.41,10.5,7,1,1,0,0,0,0
4537,0.39,17.95,570,45.0,149.0,8.21,0.36,8.6,7,1,1,0,0,0,0
4538,0.33,5.0,450,30.0,131.0,8.32,0.44,10.9,8,1,0,1,0,0,0
4539,0.21,1.0,440,13.0,98.0,8.14,0.46,9.2,7,1,1,0,0,1,0
4540,0.39,2.4,480,25.0,157.0,8.2,0.54,11.1,9,1,0,1,0,0,0
4541,0.39,6.7,360,6.0,117.0,8.12,0.42,10.7,7,1,1,0,0,0,0
4542,0.23,1.1,440,38.0,180.0,8.28,0.34,11.9,8,1,1,0,0,0,0
4543,0.2,5.6,1170,61.0,183.0,8.24,0.43,9.5,7,1,0,1,0,0,0
4544,0.03,1.8,580,4.0,8.0,8.36,0.33,9.1,4,0,1,0,0,0,1
4545,0.4,2.2,580,6.0,10.0,8.31,0.68,11.2,7,0,0,1,0,0,0
4546,0.35,2.8,380,10.0,164.0,8.09,0.53,12.0,8,1,0,1,0,0,0
4547,0.26,1.9,790,42.0,140.0,8.23,0.54,9.5,5,0,0,1,0,1,0
4549,0.24,6.9,690,9.0,117.0,8.15,0.35,10.2,6,1,0,1,0,0,0
4550,0.39,2.3,330,29.0,102.0,8.26,0.54,12.3,9,1,1,0,0,0,0
4551,0.25,2.5,1040,35.0,155.0,8.41,0.67,11.2,5,0,1,0,0,0,1
4552,0.65,1.4,460,28.0,157.0,8.33,0.62,9.4,8,1,1,0,1,0,0
4553,0.73,14.35,440,27.0,191.0,7.96,0.88,8.7,7,1,0,1,0,0,0
4554,0.6,2.1,1120,12.0,90.0,8.2,0.52,9.2,5,0,1,0,1,1,0
4555,0.3,11.2,460,53.0,149.0,8.21,0.34,10.8,7,1,1,0,0,0,0
4556,0.38,1.5,320,28.0,112.0,8.25,0.55,11.4,9,1,1,0,1,0,0
4557,0.27,1.4,410,51.0,117.0,8.28,0.38,11.2,8,1,1,0,1,0,0
4558,0.14,8.3,320,35.0,164.0,8.53,0.51,12.5,10,1,0,1,0,1,0
4559,0.34,6.4,500,36.0,163.0,8.19,0.7,11.5,8,1,1,0,0,0,0
4560,0.3,5.3,540,44.0,161.0,8.12,0.48,10.3,8,1,1,0,0,0,0
4562,0.74,7.5,440,59.0,160.0,8.22,0.64,10.0,8,1,1,0,0,0,0
4563,0.32,2.0,620,15.0,28.0,8.23,0.73,11.3,7,0,0,1,0,0,0
4564,0.59,1.4,370,40.0,120.0,8.34,0.41,11.1,9,1,1,0,0,0,0
4565,0.28,4.4,290,14.0,107.0,8.24,0.46,10.4,10,1,1,0,1,0,0
4566,0.49,4.6,1180,10.0,17.0,8.07,0.56,11.7,6,0,0,1,0,1,0
4567,0.3,8.0,280,33.0,122.0,8.13,0.63,12.6,9,1,0,1,0,0,0
4568,0.48,2.1,520,5.0,9.0,8.2,0.69,12.1,7,0,0,1,0,0,0
4569,0.39,14.2,580,49.0,192.0,7.98,0.48,9.0,9,1,1,0,0,0,0
4570,0.01,1.9,800,8.0,25.0,8.69,0.73,10.5,5,0,1,0,1,1,0
4571,0.26,14.0,430,41.0,248.0,8.03,0.57,8.7,8,1,1,0,0,0,0
4572,0.76,4.2,660,7.0,38.0,8.22,0.6,13.0,7,0,0,1,0,0,0
4573,0.1,2.6,530,13.0,27.0,8.57,0.5,11.9,5,0,0,0,1,1,0
4574,0.3,5.5,380,15.0,129.0,8.14,0.49,9.6,8,1,1,0,0,0,0
4575,0.19,1.8,820,15.0,34.0,8.49,0.68,10.5,5,0,0,1,0,1,0
4576,0.17,5.1,490,26.0,82.0,8.0,0.38,9.8,8,1,1,0,1,0,0
4577,0.28,11.8,420,54.0,137.0,8.18,0.37,10.8,8,1,1,0,1,0,0
4578,0.45,3.8,270,21.0,128.0,8.55,0.49,11.2,10,1,1,0,0,0,0
4579,0.28,14.7,470,49.0,198.0,8.23,0.46,9.5,7,1,0,1,0,0,0
4580,0.2,6.1,630,47.0,164.0,8.17,0.42,10.0,7,1,0,1,0,0,0
4581,0.19,8.2,510,53.0,187.0,8.16,0.52,9.7,7,1,1,0,0,0,0
4582,0.3,14.9,510,33.0,118.0,8.04,0.54,9.0,8,1,1,0,0,0,0
4583,0.35,1.9,370,16.0,120.0,8.16,0.69,10.6,7,1,1,0,0,0,0
4584,0.4,2.2,600,12.0,20.0,8.26,0.64,11.8,6,0,0,1,0,1,0
4585,0.3,2.1,380,18.0,130.0,8.36,0.63,10.6,8,1,0,1,0,0,0
4586,0.14,5.2,580,15.0,97.0,8.38,0.36,9.0,6,1,0,1,0,1,0
4587,0.34,13.4,440,45.0,139.0,8.06,0.43,9.1,8,1,1,0,1,0,0
4588,0.06,6.0,600,11.0,18.0,8.41,0.59,10.8,7,0,0,1,0,1,0
4589,0.32,2.1,620,31.0,54.0,8.3,0.65,10.0,7,0,1,0,0,1,0
4590,0.25,13.9,500,45.0,199.0,8.34,0.5,9.8,8,1,1,0,0,0,0
4591,0.3,4.8,490,14.0,85.0,8.28,0.39,10.6,7,1,0,1,0,0,0
4592,0.49,2.5,850,38.0,142.0,8.22,0.55,9.4,5,0,1,0,0,1,0
4593,0.25,12.2,400,29.0,136.0,8.05,0.65,10.4,8,1,1,0,0,0,0
4594,0.57,3.4,700,4.0,10.0,8.04,0.63,9.6,5,0,1,0,0,1,0
4595,0.0,1.8,740,16.0,34.0,8.47,0.7,9.9,6,0,1,0,1,1,0
4596,0.3,1.8,360,28.0,117.0,8.24,0.48,11.0,8,1,0,1,0,0,0
4597,0.34,1.6,260,27.0,109.0,8.34,0.58,10.1,8,1,1,0,1,0,0
4598,0.32,1.3,540,27.0,183.0,8.3,0.43,10.1,7,1,0,1,0,0,0
4599,0.42,12.0,670,24.0,131.0,8.19,0.34,9.3,7,1,1,0,1,1,0
4600,0.21,1.9,500,29.0,122.0,8.42,0.52,10.5,8,1,1,0,0,1,0
4601,0.49,4.5,470,17.0,90.0,8.27,0.37,11.6,8,1,1,0,1,0,0
4602,0.32,10.5,450,35.0,135.0,8.09,0.33,11.6,10,1,0,1,0,0,0
4603,0.74,7.8,450,52.0,209.0,8.21,0.42,9.2,8,1,1,0,0,0,0
4604,0.16,1.4,510,15.0,96.0,8.22,0.38,9.5,6,1,0,1,0,0,0
4605,0.24,3.85,310,5.0,34.0,8.01,0.36,11.8,6,1,0,1,0,0,0
4606,0.24,3.8,380,61.0,152.0,8.31,0.5,11.3,9,1,1,0,0,0,0
4607,0.31,14.5,450,39.0,193.0,8.1,0.5,9.2,8,1,1,0,1,0,0
4608,0.28,4.0,280,46.0,100.0,8.2,0.5,13.2,9,1,0,1,0,0,0
4609,0.17,12.9,330,59.0,186.0,8.08,0.49,9.4,7,1,1,0,0,1,0
4610,0.41,1.1,600,36.0,104.0,7.99,0.39,9.2,7,1,1,0,0,0,0
4611,0.33,4.6,500,33.0,131.0,8.28,0.4,9.6,8,1,1,0,1,0,0
4612,0.39,7.5,550,42.0,218.0,8.37,0.54,10.3,7,1,0,1,0,0,0
4613,0.37,9.1,370,16.0,76.0,8.05,0.54,11.1,7,1,1,0,0,0,0
4614,0.36,4.9,350,31.0,185.0,8.15,0.49,9.7,7,1,0,1,0,0,0
4615,0.4,18.9,590,44.0,170.0,7.99,0.46,9.0,7,1,0,1,0,0,0
4616,0.48,2.0,820,14.0,67.0,8.34,0.55,9.2,5,0,0,1,0,0,0
4617,0.34,1.0,370,45.0,79.0,7.96,0.5,11.7,8,1,1,0,1,0,0
4618,0.31,1.5,220,11.0,82.0,8.3,0.4,12.9,9,1,1,0,0,0,0
4619,0.49,1.8,390,8.0,18.0,8.39,0.56,12.4,6,0,1,0,0,0,0
4620,0.21,1.9,730,46.0,102.0,8.27,0.58,9.5,5,0,0,1,0,0,0
4621,0.39,17.3,520,22.0,126.0,8.11,0.47,9.2,8,1,1,0,0,0,0
4622,0.26,1.5,320,35.0,100.0,8.43,0.77,12.0,8,1,1,0,1,0,0
4623,0.3,14.7,450,50.0,136.0,8.14,0.37,10.6,8,1,1,0,0,0,0
4624,0.01,3.7,1030,32.0,54.0,8.51,0.66,11.3,6,0,1,0,1,1,0
4625,0.49,5.2,510,36.0,157.0,8.18,0.48,10.6,8,1,1,0,1,0,0
4626,0.29,1.3,360,25.0,68.0,8.24,0.35,12.6,8,1,1,0,0,0,0
4627,0.34,1.4,490,36.0,112.0,8.02,0.5,11.0,8,1,1,0,0,0,0
4628,0.45,1.8,750,10.0,21.0,8.41,0.76,11.9,7,0,1,0,1,0,0
4629,0.14,2.4,1140,9.0,37.0,8.66,0.65,9.8,5,0,1,0,0,1,0
4630,0.3,1.8,400,43.0,179.0,8.43,0.41,9.0,7,1,1,0,1,0,0
4631,0.33,7.7,340,27.0,98.0,8.18,0.41,12.2,9,1,1,0,0,1,0
4632,0.42,6.4,570,25.0,148.0,8.16,0.45,9.6,7,1,0,1,0,0,0
4633,0.57,1.0,620,21.0,122.0,8.0,0.4,9.5,7,1,1,0,0,0,0
4634,0.36,8.0,450,28.0,123.0,8.02,0.37,11.4,8,1,1,0,0,0,0
4635,0.36,8.4,420,42.0,123.0,8.34,0.52,10.9,8,1,1,0,0,0,0
4636,0.28,11.0,400,31.0,117.0,8.27,0.29,9.2,8,1,0,1,0,0,0
4637,0.61,13.0,530,31.0,123.0,8.09,0.5,9.3,8,1,0,1,0,0,0
4638,0.29,3.0,360,17.0,117.0,8.36,0.68,10.1,8,1,1,0,0,0,0
4639,0.49,1.1,370,33.0,156.0,8.15,0.54,11.1,8,1,1,0,0,0,0
4641,0.06,2.0,630,29.0,44.0,8.38,0.83,10.3,6,0,0,1,0,1,0
