,song_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
7523,What's A Girl To Do?,['Bat For Lashes'],spotify:track:6nX4R2UiVrg6XZphd3QjaI,0.608,0.575,4,-6.139,0,0.0318,0.633,7.89e-05,0.114,0.366,116.488,spotify:track:6nX4R2UiVrg6XZphd3QjaI,178680,4
7524,Destroy The Heart,['The House of Love'],spotify:track:6zxnO2gPrOLD6rfTxRjmIL,0.374,0.93,9,-5.961,1,0.0516,8.56e-05,0.00161,0.172,0.382,143.769,spotify:track:6zxnO2gPrOLD6rfTxRjmIL,162987,4
7525,Antidote,['Travis Scott'],spotify:track:1wHZx0LgzFHyeIZkUydNXq,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,spotify:track:1wHZx0LgzFHyeIZkUydNXq,262693,4
7526,Heaven,['Bryan Adams'],spotify:track:6fZuHKY8SV7f2hGO4QoIwh,0.383,0.573,9,-7.315,0,0.0267,0.0545,1.13e-06,0.124,0.341,139.541,spotify:track:6fZuHKY8SV7f2hGO4QoIwh,243360,4
7527,Wishlist,['Pearl Jam'],spotify:track:52S8hL96G4VqbSXVar0gqa,0.63,0.341,0,-9.428,1,0.0348,0.0272,0.00214,0.0823,0.102,114.943,spotify:track:52S8hL96G4VqbSXVar0gqa,206773,4
7528,My True Love,['Jack Scott'],spotify:track:2urRqmAFhjZKo8Z6sEGzEv,0.554,0.189,4,-14.277,1,0.0279,0.915,1.37e-05,0.132,0.214,136.714,spotify:track:2urRqmAFhjZKo8Z6sEGzEv,165293,3
7529,Sweet City Woman,['Stampeders'],spotify:track:52SCT6ImFklqEhH21lgErO,0.696,0.736,7,-7.283,1,0.048,0.255,0.0,0.117,0.917,88.133,spotify:track:52SCT6ImFklqEhH21lgErO,207427,4
7530,Gravity's Rainbow,['Klaxons'],spotify:track:3TRM61i04EmRRqx945pnB0,0.439,0.881,4,-3.208,0,0.0427,0.000582,0.0113,0.142,0.509,143.088,spotify:track:3TRM61i04EmRRqx945pnB0,156987,4
7531,Summertime,['Sarah Vaughan'],spotify:track:4hdLlKWTBWEj0DE0dR4Qmt,0.29,0.256,5,-10.555,0,0.0284,0.954,0.0,0.111,0.231,141.474,spotify:track:4hdLlKWTBWEj0DE0dR4Qmt,197800,4
7532,Glamour Girl,['Chicks On Speed'],spotify:track:13qCToZf2qpEHxQLsk6KxO,0.758,0.819,8,-7.699,0,0.0597,0.0594,0.0242,0.787,0.852,132.023,spotify:track:13qCToZf2qpEHxQLsk6KxO,375326,4
7533,Here Comes the Hotstepper - Heartical Mix,"['Ini Kamoze', 'Salaam Remi']",spotify:track:3QRM0qZB7oMYavveH0iEqx,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,spotify:track:3QRM0qZB7oMYavveH0iEqx,250467,4
7534,Big Rock Candy Mountain,['Harry McClintock'],spotify:track:6VaHDNRNRa9rCmSa4k7GwE,0.672,0.169,0,-15.217,1,0.155,0.993,0.0103,0.121,0.65,93.831,spotify:track:6VaHDNRNRa9rCmSa4k7GwE,137693,4
7535,Roygbiv,['Boards of Canada'],spotify:track:2XQSgmtEY2titXhfY414dy,0.631,0.521,4,-10.312,0,0.063,0.0201,0.923,0.103,0.118,84.033,spotify:track:2XQSgmtEY2titXhfY414dy,151520,4
7536,Michael,['Franz Ferdinand'],spotify:track:6mRO7wu9a7qgBNxdrp19qK,0.425,0.874,6,-6.69,0,0.0429,0.00591,0.000261,0.202,0.805,158.517,spotify:track:6mRO7wu9a7qgBNxdrp19qK,201307,4
7537,Ciervos,['Astro'],spotify:track:1ipRvSeJDAPpUxKNCawGbq,0.705,0.843,10,-5.224,0,0.0485,0.195,0.231,0.102,0.83,73.986,spotify:track:1ipRvSeJDAPpUxKNCawGbq,209773,4
7538,More Love,['Smokey Robinson & The Miracles'],spotify:track:62hD359t2zy4XMm10vwXOC,0.407,0.45,5,-10.041,0,0.0289,0.877,0.0,0.248,0.816,106.677,spotify:track:62hD359t2zy4XMm10vwXOC,168800,4
7539,Eruption - 2015 Remaster,['Van Halen'],spotify:track:2tAeN2TKlQLOoSPXtARzBV,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,spotify:track:2tAeN2TKlQLOoSPXtARzBV,102080,4
7540,Digression,['Lennie Tristano Sextet'],spotify:track:5YOVOMVsXsWYyty6rS5XEt,0.379,0.112,8,-18.464,1,0.0324,0.986,0.902,0.105,0.131,98.95,spotify:track:5YOVOMVsXsWYyty6rS5XEt,184467,1
7541,I'm Going Home - Live,['Ten Years After'],spotify:track:0uiWDKZqyRVQIoGOtS4OBk,0.481,0.842,9,-9.107,1,0.12,0.254,0.195,0.654,0.351,106.272,spotify:track:0uiWDKZqyRVQIoGOtS4OBk,384253,4
7542,ill Manors,['Plan B'],spotify:track:3IuOQ3cNfbNQsXKXQHPLFT,0.746,0.92,8,-3.679,1,0.101,0.175,0.0,0.198,0.707,133.921,spotify:track:3IuOQ3cNfbNQsXKXQHPLFT,226040,4
7543,Ramblin' Man - Single Version,['Hank Williams'],spotify:track:6piP6rpZM1wfDbiu6ISIMB,0.576,0.125,4,-15.652,0,0.0334,0.903,0.0,0.0971,0.447,104.515,spotify:track:6piP6rpZM1wfDbiu6ISIMB,181667,4
7544,Sealed with a Kiss,['Brian Hyland'],spotify:track:4Kir60nu0v2dcBVSxVhCQc,0.456,0.297,5,-12.186,0,0.0285,0.895,0.0,0.131,0.571,90.462,spotify:track:4Kir60nu0v2dcBVSxVhCQc,162667,4
7545,Alabama,['John Coltrane'],spotify:track:0V7EuJ17Bf8zYpS2XRL6pE,0.428,0.0768,0,-17.412,0,0.0413,0.774,0.0487,0.123,0.112,107.712,spotify:track:0V7EuJ17Bf8zYpS2XRL6pE,308933,4
7546,Niggers Are Scared of Revolution,['The Last Poets'],spotify:track:77yB6VnGnGItQCQFdLQeIl,0.685,0.747,4,-10.801,0,0.297,0.766,0.0,0.336,0.858,113.436,spotify:track:77yB6VnGnGItQCQFdLQeIl,316733,4
7547,Girl U Want,['DEVO'],spotify:track:4nx3Q0PkgAidzGCmt96iH9,0.716,0.364,9,-14.052,1,0.0702,0.284,3.39e-05,0.0522,0.823,172.692,spotify:track:4nx3Q0PkgAidzGCmt96iH9,177173,4
7548,I Don't Want to Grow Up,['Ramones'],spotify:track:1mJ7yK70zjY1VCaRP04ot4,0.532,0.872,11,-7.545,0,0.035,0.000594,0.00127,0.0987,0.543,91.009,spotify:track:1mJ7yK70zjY1VCaRP04ot4,164333,4
7549,What We Do,"['Freeway', 'JAY-Z', 'Beanie Sigel']",spotify:track:5kDkWHFx0AEvJ1Pfm2i0ac,0.569,0.894,9,-4.931,0,0.318,0.00715,0.0,0.158,0.293,188.892,spotify:track:5kDkWHFx0AEvJ1Pfm2i0ac,229107,4
7550,Every Day I Have The Blues,['Count Basie & Joe Williams'],spotify:track:40FGRio22VIc3dX2JYnckq,0.684,0.387,1,-8.353,1,0.0418,0.945,0.00205,0.209,0.556,104.219,spotify:track:40FGRio22VIc3dX2JYnckq,328013,4
7551,Party Day,['Cosmo Vitelli'],spotify:track:3ITsXHU5sNwYKuG5LzIcAS,0.6,0.869,6,-5.037,0,0.0327,0.0186,0.0295,0.0444,0.575,115.002,spotify:track:3ITsXHU5sNwYKuG5LzIcAS,216173,4
7552,Pensiero stupendo,['Patty Pravo'],spotify:track:6Y7osYQr0HXi0hrixlvUCM,0.485,0.485,10,-11.712,1,0.0587,0.135,4.42e-05,0.182,0.49,92.527,spotify:track:6Y7osYQr0HXi0hrixlvUCM,253960,4
7553,Blue Jay Way - Remastered,['The Beatles'],spotify:track:0ttMfoND7IQqFSMVOPkELC,0.294,0.407,0,-11.575,1,0.0308,0.0258,0.000219,0.0852,0.0378,101.052,spotify:track:0ttMfoND7IQqFSMVOPkELC,235067,4
7554,Linus And Lucy,['Vince Guaraldi Trio'],spotify:track:4cac8uIswteQEOLeqoyqUN,0.496,0.388,8,-14.177,1,0.0382,0.787,0.939,0.167,0.694,81.772,spotify:track:4cac8uIswteQEOLeqoyqUN,185453,4
7555,Abstract No. 1,['Shelly Manne'],spotify:track:0ZR1Id6RFJtRsA41251RPL,0.495,0.478,8,-10.357,0,0.0474,0.821,0.378,0.151,0.582,142.876,spotify:track:0ZR1Id6RFJtRsA41251RPL,211500,4
7556,Cowgirl,['Underworld'],spotify:track:49BcSQZdDAKwXCv4KWLoM3,0.641,0.624,7,-18.757,1,0.0359,0.0156,0.916,0.0877,0.165,126.944,spotify:track:49BcSQZdDAKwXCv4KWLoM3,508933,4
7557,Honey Bunny,['Girls'],spotify:track:6elQsFmZGwZU3upNQpJOx2,0.33,0.594,1,-10.384,0,0.031,0.00018,0.2,0.208,0.424,141.404,spotify:track:6elQsFmZGwZU3upNQpJOx2,153813,3
7558,Lover,['Taylor Swift'],spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,spotify:track:1dGr1c8CrMLDpV6mPbImSI,221307,4
7559,Let It Whip - Single Version,['Dazz Band'],spotify:track:1KD9m7PjTKikGq7IcWY6eN,0.829,0.89,9,-4.327,0,0.0441,0.144,5.05e-05,0.12,0.957,132.184,spotify:track:1KD9m7PjTKikGq7IcWY6eN,246227,4
7560,Clampdown - Remastered,['The Clash'],spotify:track:66MwdlxiFMZ8TJGLEJnS7x,0.676,0.723,2,-7.61,1,0.0931,0.06,8.72e-05,0.317,0.884,145.336,spotify:track:66MwdlxiFMZ8TJGLEJnS7x,229213,4
7561,Can't Seem To Make You Mine,['The Seeds'],spotify:track:6nnSkEpzo8PmHsOlSopoO6,0.699,0.384,7,-13.691,1,0.044,0.148,0.0,0.121,0.584,109.573,spotify:track:6nnSkEpzo8PmHsOlSopoO6,185481,4
7562,Weekend,['Smith Westerns'],spotify:track:1Qf6ion8peG0xclyjogZrg,0.398,0.847,9,-3.591,1,0.0319,0.000926,0.0381,0.071,0.815,153.856,spotify:track:1Qf6ion8peG0xclyjogZrg,202760,4
7563,Now That We've Found Love,['Third World'],spotify:track:2QTTZW1AiEl9elHhGa3t9N,0.712,0.503,1,-15.707,1,0.0753,0.00435,0.00374,0.0834,0.72,119.312,spotify:track:2QTTZW1AiEl9elHhGa3t9N,459600,4
7564,Girls & Boys,['Prince'],spotify:track:1MkfvXtx2S7cSs9aqLnMGs,0.877,0.429,5,-14.449,0,0.0694,0.209,3.56e-06,0.702,0.87,116.698,spotify:track:1MkfvXtx2S7cSs9aqLnMGs,329587,4
7565,The Seeker - Edit,['The Who'],spotify:track:65tWmWelHKtU59awR7v4xQ,0.322,0.658,2,-11.793,1,0.0357,0.105,4.69e-06,0.128,0.732,177.49,spotify:track:65tWmWelHKtU59awR7v4xQ,190373,4
7566,Budapest,['George Ezra'],spotify:track:2ixsaeFioXJmMgkkbd4uj1,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,spotify:track:2ixsaeFioXJmMgkkbd4uj1,200733,4
7567,Corcovado - Quiet Nights Of Quiet Stars,"['Stan Getz', 'João Gilberto', 'Astrud Gilberto', 'Antônio Carlos Jobim']",spotify:track:5i2sgqnzaxYpvXmGAB592h,0.524,0.108,0,-18.361,1,0.0493,0.957,0.00123,0.139,0.322,127.982,spotify:track:5i2sgqnzaxYpvXmGAB592h,253933,4
7568,Space Cowboy - Remastered,['Jamiroquai'],spotify:track:6K53GM9W6Vle5KBwGFVnZM,0.65,0.741,10,-8.368,0,0.118,0.155,0.404,0.175,0.751,110.179,spotify:track:6K53GM9W6Vle5KBwGFVnZM,386973,4
7569,Spirits In The Material World - Remastered 2003,['The Police'],spotify:track:0h1wFiJEfkPsuJyPHL5j2H,0.833,0.663,9,-7.859,0,0.058,0.273,0.016,0.0327,0.859,141.551,spotify:track:0h1wFiJEfkPsuJyPHL5j2H,179067,4
7570,Suit & Tie,"['Justin Timberlake', 'JAY-Z']",spotify:track:6dEnpbXyamib2EJnRhTt0G,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,101.985,spotify:track:6dEnpbXyamib2EJnRhTt0G,326280,4
7571,Rubber Biscuit,['The Chips'],spotify:track:7jKCOSgtUxOSQLSk9Mk4aU,0.654,0.727,5,-11.266,1,0.18,0.909,4.93e-05,0.15,0.955,130.291,spotify:track:7jKCOSgtUxOSQLSk9Mk4aU,129480,4
7572,Shout At The Devil,['Mötley Crüe'],spotify:track:1hqrYSqvNc9x3BETX1cZhk,0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,spotify:track:1hqrYSqvNc9x3BETX1cZhk,195853,4
7573,Kiss Me on the Bus,['The Replacements'],spotify:track:18mAPrlFAcNLuE6Sa47wi0,0.421,0.946,11,-6.136,0,0.0997,0.0497,0.0,0.319,0.484,165.546,spotify:track:18mAPrlFAcNLuE6Sa47wi0,173467,4
7574,My Favorite Mistake,['Sheryl Crow'],spotify:track:10ZbyymdUTroqaPclzFqfr,0.614,0.777,4,-8.24,0,0.0304,0.00494,0.000851,0.349,0.552,104.646,spotify:track:10ZbyymdUTroqaPclzFqfr,248240,4
7575,You Can Leave Your Hat On - Remastered,['Randy Newman'],spotify:track:6g15icndZ6ig2CtKcayHHx,0.689,0.455,6,-10.991,0,0.0345,0.129,0.00091,0.0709,0.725,173.553,spotify:track:6g15icndZ6ig2CtKcayHHx,198067,4
7576,Kingston,['Faye Webster'],spotify:track:0EDQwboQDmswDRn58wcslg,0.73,0.344,10,-9.541,0,0.0394,0.138,0.00128,0.134,0.543,142.129,spotify:track:0EDQwboQDmswDRn58wcslg,202160,4
7577,Trying,['Bully'],spotify:track:1mlisCmg0WuA4QLyqEbUtR,0.75,0.604,9,-7.493,1,0.0317,0.00484,0.000275,0.243,0.727,120.017,spotify:track:1mlisCmg0WuA4QLyqEbUtR,233133,4
7578,Don't Give Up On Me,['Solomon Burke'],spotify:track:6W4KCZ4SXprVPoQy9pPUkT,0.55,0.368,0,-11.275,0,0.0698,0.8,9.1e-05,0.118,0.16,136.983,spotify:track:6W4KCZ4SXprVPoQy9pPUkT,225533,3
7579,Memphis,['Lonnie Mack'],spotify:track:5WRFCQ3VJEQ4byX7OmsuSt,0.521,0.774,7,-8.416,1,0.0264,0.136,0.146,0.0739,0.971,100.954,spotify:track:5WRFCQ3VJEQ4byX7OmsuSt,152004,4
7580,Praying,['Kesha'],spotify:track:0jdny0dhgjUwoIp5GkqEaA,0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415,spotify:track:0jdny0dhgjUwoIp5GkqEaA,230267,4
7581,Progen,['The Shamen'],spotify:track:3ih693pFqGHUpLipKgsFJ1,0.732,0.788,11,-15.602,0,0.052,1.74e-05,0.624,0.049,0.519,120.211,spotify:track:3ih693pFqGHUpLipKgsFJ1,342467,4
7582,Deathly,['Aimee Mann'],spotify:track:0UnJRR4wfPjqEPNxIRKnc3,0.511,0.631,2,-8.245,1,0.0317,0.0239,0.0593,0.19,0.555,135.089,spotify:track:0UnJRR4wfPjqEPNxIRKnc3,336733,4
7583,Sunny Came Home,['Shawn Colvin'],spotify:track:4mOxpj82q6n3EO7HBZCelX,0.558,0.579,11,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812,spotify:track:4mOxpj82q6n3EO7HBZCelX,264200,4
7584,Oblivion,['Mastodon'],spotify:track:4Ynr1SPCeUI0W0YPeSFSIK,0.261,0.938,5,-5.125,0,0.086,9.92e-05,0.0106,0.301,0.256,132.47,spotify:track:4Ynr1SPCeUI0W0YPeSFSIK,346573,3
7585,As I Sat Sadly By Her Side,['Nick Cave & The Bad Seeds'],spotify:track:6hdDjvUH3TUOeknVlXrJiQ,0.623,0.363,9,-10.14,0,0.0298,0.862,0.0,0.106,0.27,102.802,spotify:track:6hdDjvUH3TUOeknVlXrJiQ,375320,4
7586,I'm Waking Up to Us,['Belle & Sebastian'],spotify:track:7r0lFEG8Tfcf4z515lA9xe,0.567,0.588,1,-5.906,0,0.0344,0.489,3.36e-05,0.348,0.641,134.849,spotify:track:7r0lFEG8Tfcf4z515lA9xe,229520,4
7587,The Prince,['Madness'],spotify:track:0SvgPHcp5llLdVkA7WQSzE,0.633,0.858,7,-4.946,1,0.0553,0.00856,0.00242,0.0759,0.877,98.356,spotify:track:0SvgPHcp5llLdVkA7WQSzE,200267,4
7588,"Come On, Let's Go",['Ritchie Valens'],spotify:track:3wbZ4SLakqTZqV76czDeuZ,0.633,0.716,9,-8.146,1,0.0426,0.797,5.73e-06,0.0999,0.77,80.865,spotify:track:3wbZ4SLakqTZqV76czDeuZ,125773,3
7589,Xtal,['Aphex Twin'],spotify:track:7MsT0TE0VxeYrUNqEYm8HH,0.517,0.44,10,-16.424,1,0.0344,0.376,0.909,0.114,0.253,114.524,spotify:track:7MsT0TE0VxeYrUNqEYm8HH,294053,4
7590,The Heinrich Maneuver,['Interpol'],spotify:track:4VmqrMPBppKFkOw2zuEIt8,0.535,0.992,4,-4.047,0,0.0769,0.000146,0.0743,0.871,0.463,137.082,spotify:track:4VmqrMPBppKFkOw2zuEIt8,208627,4
7591,Close the Door,['Teddy Pendergrass'],spotify:track:53m3UkzcaQVbB2DENsrJiK,0.542,0.499,5,-10.423,0,0.0671,0.407,0.0005,0.0771,0.655,178.281,spotify:track:53m3UkzcaQVbB2DENsrJiK,325493,4
7592,(Get A) Grip [on Yourself] - 1996 Remaster,['The Stranglers'],spotify:track:2jrmiji7m0zTG6lmtIlSpo,0.521,0.854,7,-9.245,1,0.046,0.000909,0.108,0.106,0.777,141.847,spotify:track:2jrmiji7m0zTG6lmtIlSpo,239987,4
7593,Rise,['Herb Alpert'],spotify:track:7znZstuIvZjldNIO1E11U4,0.814,0.454,10,-10.802,1,0.0413,0.133,0.839,0.0863,0.903,99.265,spotify:track:7znZstuIvZjldNIO1E11U4,457400,4
7594,Still Loving You,['Scorpions'],spotify:track:6KGXbG5wEb6WlIFAGKDQh0,0.268,0.588,8,-4.134,0,0.0311,0.169,0.00204,0.156,0.0772,103.773,spotify:track:6KGXbG5wEb6WlIFAGKDQh0,388613,4
7595,Black Sweat,['Prince'],spotify:track:77Onb3ECsBcbfrJdud6dPz,0.934,0.609,1,-5.916,0,0.265,0.0301,1.13e-05,0.249,0.657,108.826,spotify:track:77Onb3ECsBcbfrJdud6dPz,189960,4
7596,Sara,['Bob Dylan'],spotify:track:4WbP5AjT2RFb3paBBD2BRM,0.432,0.504,4,-8.997,0,0.0382,0.36,0.0,0.0799,0.276,156.278,spotify:track:4WbP5AjT2RFb3paBBD2BRM,331493,3
7597,The Look,['Roxette'],spotify:track:0ZfM5XfJTtFPhOxAERRnNY,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,spotify:track:0ZfM5XfJTtFPhOxAERRnNY,237320,4
7598,Midnight Confession,['The Grass Roots'],spotify:track:23YJYmEYE1BcDrBuTQ4J1Q,0.658,0.559,1,-11.82,1,0.0421,0.00336,0.000154,0.0626,0.828,137.452,spotify:track:23YJYmEYE1BcDrBuTQ4J1Q,169147,4
7599,The Crusher,['The Novas'],spotify:track:0V63SuRRaplCEkWSVTk05B,0.467,0.769,2,-12.719,1,0.0734,0.118,1.09e-05,0.212,0.802,129.124,spotify:track:0V63SuRRaplCEkWSVTk05B,118520,4
7600,The First Big Weekend,['Arab Strap'],spotify:track:4BKJRy9GPS4Y3t61S1xEhF,0.686,0.675,2,-10.831,1,0.054,0.0884,0.114,0.0911,0.603,146.534,spotify:track:4BKJRy9GPS4Y3t61S1xEhF,292747,4
7601,Beer barrel polka,['Will Glahé'],spotify:track:6AZr1hqyX95O1qVW1GQz5P,0.81,0.266,0,-9.792,1,0.0558,0.295,0.783,0.0352,0.971,118.123,spotify:track:6AZr1hqyX95O1qVW1GQz5P,182573,4
7602,Beautiful Ones (Remastered),['Suede'],spotify:track:0RxWeRjUUQqGUxOYn5gniE,0.536,0.985,8,-4.982,0,0.0395,0.0489,0.0,0.369,0.826,99.082,spotify:track:0RxWeRjUUQqGUxOYn5gniE,230867,4
7603,Sympathy,['Vampire Weekend'],spotify:track:2YegRTu9IjiUg4VWfnXyM3,0.708,0.777,11,-5.507,0,0.0568,0.0199,0.0023,0.193,0.661,119.968,spotify:track:2YegRTu9IjiUg4VWfnXyM3,226733,4
7604,Rockin' Chair,['Mildred Bailey'],spotify:track:1qQIhXZWzbMdk06YsVvuMt,0.468,0.0293,1,-22.279,1,0.0471,0.995,0.182,0.107,0.148,127.221,spotify:track:1qQIhXZWzbMdk06YsVvuMt,278173,4
7605,Everybody Knows (except you),['The Divine Comedy'],spotify:track:3aTcvHbuGGEjM8tDP57zA5,0.556,0.81,0,-4.769,1,0.0295,0.176,1.23e-05,0.375,0.578,107.506,spotify:track:3aTcvHbuGGEjM8tDP57zA5,228307,4
7606,Petite Fleur,['Sidney Bechet'],spotify:track:2ALXKyI9lB1HoIwJh7I2v0,0.502,0.239,7,-12.21,0,0.0513,0.626,0.193,0.0739,0.401,82.801,spotify:track:2ALXKyI9lB1HoIwJh7I2v0,198107,4
7607,Carolyn's Fingers,['Cocteau Twins'],spotify:track:189pvCZipE0svEPkCsxpr3,0.389,0.83,7,-4.314,1,0.0345,0.022,0.0156,0.167,0.634,92.471,spotify:track:189pvCZipE0svEPkCsxpr3,187347,1
7608,Lemon Incest,"['Serge Gainsbourg', 'Charlotte Gainsbourg']",spotify:track:4t6o4hC4BeL1h9qgCaAjmq,0.628,0.619,7,-11.871,1,0.0343,0.00869,0.0104,0.0833,0.191,108.097,spotify:track:4t6o4hC4BeL1h9qgCaAjmq,312773,4
7609,Mambo No. 5 (A Little Bit of...),['Lou Bega'],spotify:track:3vJG33adGD5Z39Gb6Cnevi,0.607,0.817,5,-6.861,0,0.401,0.103,0.0,0.322,0.902,174.19,spotify:track:3vJG33adGD5Z39Gb6Cnevi,219667,4
7610,Viper's Drag,['Fats Waller'],spotify:track:4EcsJNCgfBsfqKv1fb7M1r,0.611,0.237,3,-14.511,1,0.045,0.994,0.843,0.141,0.395,114.305,spotify:track:4EcsJNCgfBsfqKv1fb7M1r,180893,4
7611,Don't It Make You Want To Go Home - Remastered 2002,['Joe South'],spotify:track:12Lm52NdvlHFc3Z9XcQqs0,0.438,0.613,0,-7.761,1,0.0321,0.328,0.00208,0.744,0.692,128.018,spotify:track:12Lm52NdvlHFc3Z9XcQqs0,196000,4
7612,Selfish,"['Little Simz', 'Cleo Sol']",spotify:track:2G2k2ZFsQkIEkAWDTvqHXM,0.748,0.641,6,-6.485,0,0.0708,0.478,0.00246,0.114,0.829,100.063,spotify:track:2G2k2ZFsQkIEkAWDTvqHXM,226097,4
7613,True Love,"['Bing Crosby', 'Grace Kelly']",spotify:track:7fFBLMq8tiwawU2vtJwrVb,0.192,0.285,3,-7.276,1,0.0304,0.903,0.00134,0.0911,0.163,105.129,spotify:track:7fFBLMq8tiwawU2vtJwrVb,185051,4
7614,Where Do You Run To,['Vivian Girls'],spotify:track:1ImdBUOBB4DvOOUTXgnzDJ,0.43,0.569,11,-11.931,0,0.0299,0.000455,0.0182,0.141,0.633,140.953,spotify:track:1ImdBUOBB4DvOOUTXgnzDJ,195573,4
7615,Andrew In Drag,['The Magnetic Fields'],spotify:track:6Vekacut26D0YmMqvKPHP7,0.685,0.678,0,-6.221,1,0.0311,0.455,0.000821,0.282,0.554,119.998,spotify:track:6Vekacut26D0YmMqvKPHP7,131680,4
7616,Makes Me Wanna Die,['Tricky'],spotify:track:1KwbTkB0OIVqj8Zg3cBysp,0.62,0.519,11,-10.801,1,0.12,0.544,4.88e-05,0.344,0.52,82.598,spotify:track:1KwbTkB0OIVqj8Zg3cBysp,241116,4
7617,Nobody's Fault but Mine - 1990 Remaster,['Led Zeppelin'],spotify:track:2mYpbsbzCM3dqrM2XjgSjh,0.243,0.813,9,-8.809,1,0.102,0.0523,0.21,0.188,0.471,187.617,spotify:track:2mYpbsbzCM3dqrM2XjgSjh,376267,4
7618,Pass It On,['The Coral'],spotify:track:5uB85PzlWrnNnxL2A1TcKD,0.395,0.727,7,-6.015,1,0.0375,0.282,7.12e-06,0.0683,0.872,179.097,spotify:track:5uB85PzlWrnNnxL2A1TcKD,139133,4
7619,Somebody,['Depeche Mode'],spotify:track:4jrMslkQYy6HVqKKPX2WXf,0.394,0.354,7,-15.705,1,0.0336,0.922,0.00188,0.312,0.487,78.005,spotify:track:4jrMslkQYy6HVqKKPX2WXf,267427,4
7620,Too Close,['Next'],spotify:track:5IFCyWplye09HytIP80RCF,0.847,0.402,7,-9.952,1,0.0641,0.0118,0.0,0.283,0.752,99.693,spotify:track:5IFCyWplye09HytIP80RCF,259440,4
7621,Camouflage,['Stan Ridgway'],spotify:track:4bxjjysA7lmrBb01oVQLYv,0.677,0.656,2,-12.715,0,0.0259,0.44,0.00112,0.269,0.693,100.571,spotify:track:4bxjjysA7lmrBb01oVQLYv,437733,4
7622,Stone the Crow,['DOWN'],spotify:track:7DuRbuweGD2cpGN74cpPAF,0.444,0.911,11,-6.117,0,0.0398,0.0139,0.00955,0.0868,0.556,106.437,spotify:track:7DuRbuweGD2cpGN74cpPAF,282507,4
7623,Break Up to Make Up,['The Stylistics'],spotify:track:3sgifLy5ZkLQKEuoWxictL,0.58,0.248,4,-12.698,1,0.0245,0.89,0.0,0.0972,0.361,79.392,spotify:track:3sgifLy5ZkLQKEuoWxictL,242973,3
7624,Ballad Of Peter Pumpkinhead,['XTC'],spotify:track:3hrrrwOIKkpzkN9EZ8bRcC,0.57,0.904,2,-8.497,1,0.0618,0.0064,0.0,0.0964,0.609,122.837,spotify:track:3hrrrwOIKkpzkN9EZ8bRcC,303200,4
7625,Climbing To The Moon,['Eels'],spotify:track:0102cagiVAgLbevS7nmHaF,0.43,0.36,3,-13.084,1,0.0306,0.789,0.00533,0.0716,0.207,139.902,spotify:track:0102cagiVAgLbevS7nmHaF,218533,4
7626,Long Shot Kick de Bucket,['The Pioneers'],spotify:track:4ZYY50AIausBA0l1Xg8xhY,0.938,0.589,7,-10.085,1,0.117,0.127,2.31e-05,0.055,0.485,121.867,spotify:track:4ZYY50AIausBA0l1Xg8xhY,168053,4
7627,What Do You Want From Me?,['Monaco'],spotify:track:2GSjUBWOB9lvJvyN5fQDPO,0.479,0.972,9,-5.38,0,0.0397,0.00066,0.00265,0.32,0.688,149.539,spotify:track:2GSjUBWOB9lvJvyN5fQDPO,248360,4
7628,Samaritans,['IDLES'],spotify:track:2f37W2wueDF7gPo493fkW2,0.425,0.95,2,-4.149,1,0.157,0.000788,0.00035,0.0988,0.151,117.326,spotify:track:2f37W2wueDF7gPo493fkW2,210493,4
7629,Street Life,['The Crusaders'],spotify:track:3Ux4GEQcDMTNXq3ONqgdwu,0.551,0.451,5,-13.959,0,0.0573,0.433,0.00166,0.118,0.577,110.872,spotify:track:3Ux4GEQcDMTNXq3ONqgdwu,676200,4
7630,Wild Wild Life - 2005 Remaster,"['Talking Heads', 'Jerry Harrison']",spotify:track:4u6rcmlhDDgS0YAo8ZMI4a,0.659,0.862,9,-5.424,1,0.0302,0.0154,0.0,0.389,0.957,137.393,spotify:track:4u6rcmlhDDgS0YAo8ZMI4a,220680,4
7631,Fattie Fattie,['The Heptones'],spotify:track:4uGqT9rz4KsRfOqsAjotJR,0.711,0.493,10,-12.174,0,0.0701,0.887,0.000244,0.129,0.816,80.807,spotify:track:4uGqT9rz4KsRfOqsAjotJR,166747,4
